Word,Term,Affix,PartOfSpeech,Definition,Root Word
kinilanisa,kulanisa,IN Infix,Transitive Verb,"vt.  colonize. Matulaika i hinassot‑ta, sa' hagas hit manmakulanisa. Our thinking has changed, because we have been colonized for a long time. Mafa'gåsi i hinassot‑ta put manmakulanisa hit disdi tiempun Ispañot. We have been brainwashed, because we have been colonized since the Spanish administration. From: Sp. coloniza.",kulanisa
kinimbida,kumbida,IN Infix,Transitive Verb,"vt.  invite. Manmakumbibida hit para ta fanlisayunu yan i gubetnu. We are being invited to have formal breakfast with the governor. Lumatyu', sa' ti hu kumbida para i giput. Her feelings were hurt, because I did not invite her to the party. Manmapega i tahu gi kantun åtchu' ni para u fankinimbida i ayuyu. They placed the rotten grated coconuts near the rocks to lure the coconut crabs. See: sohyu', eppuk. From: Sp. convida.",kumbida
kinimiti,kumiti,IN Infix,Transitive Verb,"vt.  commit, obligate, promise, pledge. Tåya' mankumiti salåppi' para i Gima' Yu'us. No one committed any money for the Church. Ti ha kumiti gui' si Jose para u fanayuda. Jose did not commit to provide assistance. Tåya' ha kumiti si Francisco put kasamientu as Margarita. Francisco did not commit to a marriage to Margarita.",kumiti
kinimpåra,kumpåra,IN Infix,Transitive Verb,"vt.  compare, contrast, make a comparison. Kumpåra i dies kåo guaha tinilaika. Compare the ten if there was a change. Mungnga ma kumpara i tiningo'‑mu yan i tiningngu' ottru sa ti man parehu tåotåo. Don't compare your thinking with others because people are not all alike. Variant: akumpåra. From: Sp. compara.",kumpåra
kinimplåsi,kumplåsi,IN Infix,Transitive Verb,"vt.  placate, pacify, soothe, reconcile, conciliate. Kumplåsi i patgun sa' mahålang gi as nanå‑ña. Pacify the child because she misses her mother. Mungnga yu' ma kumplåsi put i bidan‑miyu nu guåhu. Don't placate me for what you have done to me. From: Sp. complace.",kumplåsi
kinimpli,kumpli,IN Infix,Transitive Verb,"vt.  complete, accomplish, done with, fulfill, comply. Hu kumpli i obligasion‑hu. I completed my obligation. Ma kumpli i mission‑ñiha i sindalu siha giya Afghanistan na giera. The soldiers accomplished their mission in the war in Afghanistan. Esta hu kumpli i tinagu' nana. I am done with mother’s assignment. From: Sp. cumple.",kumpli
kinimplimenta,kumplimenta,IN Infix,Transitive Verb,"vt.  compliment, congratulate. From: Sp. cumplimenta.",kumplimenta
kinimprendi,kumprendi,IN Infix,Transitive Verb,"vt.  understand, have learned, comprehend. Kåo esta un kumprendi i kaosa? Do you now understand the case? Ti ha kumprendi i patgun i tinaitai. The child did not understand the reading. Kåo un kumprendi i masanganem‑mu? Did you understand what you were told? From: Sp. comprende.",kumprendi
kinindena,kundena,IN Infix,Transitive Verb,"vt.  condemn, censure, prove to be wrong or guilty. I hanum ginin i sadduk gi fihun i chikerun babui makundena na ti såfu' para gimin tåotåo. The water from the lake near the pig pen was condemned as unfit for human consumption. Ma kundena put i bidåña låo ti guiya ha' lachi. He was condemned for his action but he was not the only one who did wrong. From: Sp. condena.",kundena
kinindukta,kundukta,IN Infix,Transitive Verb,"vt.  direct, lead, guide, conduct. Si Juan matågu' para u kundukta i pasaheru ni manmåfattu. Juan was instructed to guide the passengers that are arriving. Guaha ha' esta ma'apunta para u kondukta i karera. Someone has already been appointed to direct the trip. Si Ramona para u kondukta i hunta. Ramona will lead the meeting. See: dirihi.",kundukta
kininfitma,kunfitma,IN Infix,Transitive Verb,"vt.  1) confirm. Ma kunfitma si Joaquin kumu direktot gi dipattamentun hinemlu'. Joaquin was confirmed as director for the department of health. 2) confirm (in the Catholic church), administer confirmation to. Malagu' yu' para bai na'makunfitma i hagan‑måmi. I want to have our child confirmed. Gaigi si Antonia na ha atetiendi i dottrina, sa' para u makunfitma. Antonia is at the catechism because she will be confirmed. From: Sp. confirma.",kunfitma
kininfotma,kunfotma,IN Infix,Transitive Verb,"vt.  conform, adjust to fit, agree, accept. I pupbliku ma kunfotma i mahåtsan i apas i hanum. The public accepted the increase of the water tax. I istudiånti siha ma kunfotma i areklamentun i iskuela. The students conformed to the school rules. From: Sp. conforma.",kunfotma
kiningkista,kungkista,IN Infix,Transitive Verb,"vt.  acquire, conquer. From: Sp. conquista.",kungkista
kininsågra,kunsågra,IN Infix,Transitive Verb,"vt.  transform, consecrate. Manmakunsågra i binu yan i ostia gi misa. The wine and the host were consecrated during mass. From: Sp. consagra.",kunsågra
kininseha,kunseha,IN Infix,Transitive Verb,"vt.  advise, counsel, give advice to, recommend a course of action to. Akonseha i lahi‑ta ya mungnga macho'gui i båba na cho'chu'. Advise our son so he will not do anything wrong. Sessu si Fred ma'akunseha, låo atan ha' sa' lumachi. Fred was advised often but look he made a mistake. Variant: akunseha. From: Sp. aconseja.",kunseha
kininsienti,kunsienti,IN Infix,Transitive Verb,"vt.  consent, permit, allow, give permission for. Mungnga makunsienti ni malago'‑ña. Don't consent to his wishes. Yanggin ti makunsienti håo, pues cha'‑mu håhanåo. If you are not allowed, then don't go. Ti ma kunsienti nu i finaisen‑ña ya mamatani. She became stubborn when her request was not allowed. From: Sp. consiente.",kunsienti
kininsigi,kunsigi,IN Infix,Transitive Verb,"vt.  continue, keep on. Malagu' si Remedio para u kunsigi i planu‑ña. Remedio wants to continue with her plan. Para u makunsigi ha' i fandånggu gi Sabalu. The feast on Saturday will be held as planned. From: Sp. consigue.",kunsigi
kininsisti,kunsisti,IN Infix,Transitive Verb,"vt.  consist of, include, contain, involve. I kostat ganggochi ha kunsisti dies na niyuk. The burlap sack contains ten coconuts. I inetnun Tagalog ha kunsisti benti na membrus. The Tagalog group consists of twenty members. 2 adj) depending on, according to. Kumeke ilek‑mu na i che'chu' diksinåriu para u kunsisti yan i utugrafiha? Do you mean to say that the dictionary work should be according to the orthography? 3)",kunsisti
kininsisti,kunsisti,IN Infix,Transitive Verb,"vt.  the same, fit, in agreement with. Kunsisti i hinasosom‑mu yan i hinasosok‑ku. Your thinking and mine are in agreement. From: Sp. consiste.",kunsisti
kininsisti,kunsisti,IN Infix,Transitive Verb,"vt.  consist of, include, contain, involve. I kostat ganggochi ha kunsisti dies na niyuk. The burlap sack contains ten coconuts. I inetnun Tagalog ha kunsisti benti na membrus. The Tagalog group consists of twenty members. 2 adj) depending on, according to. Kumeke ilek‑mu na i che'chu' diksinåriu para u kunsisti yan i utugrafiha? Do you mean to say that the dictionary work should be according to the orthography? 3)",kunsisti
kininsisti,kunsisti,IN Infix,Transitive Verb,"vt.  the same, fit, in agreement with. Kunsisti i hinasosom‑mu yan i hinasosok‑ku. Your thinking and mine are in agreement. From: Sp. consiste.",kunsisti
kininsuehu,kunsuehu,IN Infix,Transitive Verb,vt.  advise. Si nanå‑hu ha kunsuehu si Juan na mungnga nåya umsagua. My mom advised Juan not to get married yet. Variant: kunsehu. From: Sp. consejo.,kunsuehu
kininsutta,kunsutta,IN Infix,Transitive Verb,"vt.  consult, seek counsel from, ask advice of, seek the opinion of. Manå'i nuebu na åmut ginin i ottru na hospitåt ya må'pus para u kunsutta i mediku‑ña. She was given new medicine from another hospital and went to consult her doctor. Para u makotti si Juan ya ha kunsutta un abugåo. Gai prublema si Marcus gi bangku, pues ha kunsutta i amigu‑ña put håfa para u cho'gui. From: Sp. consulta.",kunsutta
kinirihi,kurihi,IN Infix,Transitive Verb,"vt.  1) correct, rectify, discipline. Siña ha' makurihi i linachi. Mistakes can be corrected. I nana yan i tata gi familia debi di u kurihi i famagu'un‑ñiha yanggin manåguaguat. The mother and father in the family should discipline the children if they are unruly. Esta makurihi i linachin tinifung. The error in counting has been rectified. Syn: rektifika. 2) lead, show the way, guide, bring together. I lancheru kumurihi i famagu'un gi sagan gå'ga'. The farmer guided the children at the zoo. Guåhu kumurihi ni lugåt i giput. I showed the way to the party. Håyi para u kurihi i gurupu på'gu? Who will lead the group today? From: Sp. corrige.",kurihi
kinirispondi,kurispondi,IN Infix,Transitive Verb,"vt.  correspond to, correlate with. From: Sp. corresponde.",kurispondi
kinirispondi,kurispondi,IN Infix,Transitive Verb,vt.  put a crown on. Makurona i hagan i primå‑hu gi paingi. From: Sp. corona.,kurispondi
kinirispondi,kurispondi,IN Infix,Transitive Verb,"vt.  correspond to, correlate with. From: Sp. corresponde.",kurispondi
kinirispondi,kurispondi,IN Infix,Transitive Verb,vt.  put a crown on. Makurona i hagan i primå‑hu gi paingi. From: Sp. corona.,kurispondi
kúriniruk,kúruruk,IN Infix,Transitive Verb,vt.  call (chickens). Ha kukururuk i mannuk para u fañotchu. He is calling the chickens to eat. Variant: kórurut.,kúruruk
kinisetcha,kusetcha,IN Infix,Transitive Verb,"vt.  harvest, gather in, reap. Manmakusesetcha i dagu un biåhi gi sakkan. Yams are harvested once a year. From: Sp. cosecha.",kusetcha
kinitkåti,kutkåti,IN Infix,Transitive Verb,vt.  catch (fish) by feeding over a period of time until the bottom feeders begin to approach the area. Ha kutkåti i guihan bagåsu un simåna nåya asta ki manuriya.,kutkåti
kinittiba,kuttiba,IN Infix,Transitive Verb,"vt.  cultivate, educate, enrich, till. Esta makuttiba i lugåt ni para u matanumi. The land is already cultivated for planting. I lancheru ha kuttiba i lugåt, sa' para u tånum i ma'is. The farmer cultivated the land, because he will plant the corn. Taimanu ha' makuttiba i tanu', taiguihi lokkui' makuttiba i famagu'un gi iskuela. Educating the children is like cultivating land to grow food. From: Sp. cultiva.",kuttiba
kinittinåyi,kuttinåyi,IN Infix,Transitive Verb,vt.  put curtains on. Kuttinåyi i petta. Put curtains on the door. Guaha siha na bintåna manmakuttinåyi. Some windows have curtains put on them. Mungnga ma kuttinåyi i bintåna åttilung na kulot sa' siempri mås maipi i gima'. Don't put black curtains on the windows because it will make the house hotter.,kuttina
inebra,obra,IN Infix,Transitive Verb,"vt.  design, scheme, outline, sketch. Si nåna ha obra i para malåksen‑ña i magågun i nobia. Mother sketched the way the bride's gown is going to be sewed. Hu obra i para matuge'‑ña i istorian Taga'. I outlined the story of Taga'. From: Sp. obra.",obra
ineda,oda,IN Infix,Transitive Verb,vt.  order. Håfa inoda‑mu? What did you order? Bunitu si Ana i matiriåt i magagu‑ña ni ha oda giya Amerika. Ana's clothing material that she ordered from America is beautiful. From: Eng. order.,oda
ineddas,oddas,IN Infix,Transitive Verb,"vt.  support, keep (something) in place. Hu o'oddas i trongkun chotda ni iståka. I supported the banana plant with a stake. Si Jessica ha o'oddas i talin magågu ni dinga' håyu. Jessica supported the clothesline with a forked pole. Ma'o'oddas i petta ni siya. The door was propped open by the chair.",oddas
ineddu',oddu',IN Infix,Transitive Verb,"vt.  carry (something) on the head or back. I taotåo ha oddu' i balutan magågu gi ilu‑ña. The man carried the bundle of clothes on his head. Manoddu' si Johnny munton håyu gi ilu‑ña. Johnny carried a bundle of wood on his head. Guaha na tåotåo siha manmåolik manmanoddu' kåtga gi ilun‑ñiha. Some people are good with carrying objects on their head. Syn: ombu'. Variant: oddo', otdu'.",oddu'
inefresi,ofresi,IN Infix,Transitive Verb,vt.  offer. Inefresi si John as Joey ni karetå‑ña. Joey offered his car to John. Manofresi si Bertha para u fanlaknus insalådan batåtas gi giput. Bertha offered to provide potato salad for the party. Manmanofreresi ayudu para i manhobin. They are offering help to youths. Variant: ufresi. From: Sp. ofrece.,ofresi
inehålis,ohålis,IN Infix,Transitive Verb,"vt.  make a buttonhole in. Kåo esta un uhålis i chininå‑hu? Have you made a buttonhole in my shirt? Variant: uhålis, ålis. From: Sp. ojales.",ohålis
inekti,okti,IN Infix,Transitive Verb,"vt.  give abundantly, fill. Ma'okti si David ni todu i kek. David was given cake abundantly. Manma'okti ham ni aiskrim nigap. We were given ice cream abundantly yesterday. Para u ma'okti si Adam ni hugeti siha. Adam will be given toys abundantly. Syn: nå'i.",okti
inekupa,okupa,IN Infix,Transitive Verb,vt.  1) occupy. I taotåo kunfirensia ma okukupa todu i kuåttu siha gi hotel. The people at the conference are occupying all the rooms in the hotel. Esta i bisinu ma okukupa i nuebu na guma'‑ñiha. The neighbors are already occupying their new home. 2) keep engaged. Ha okukupa todu i tiempun‑måmi. He's taking up all our time. I che'chu' guma' mampus manokukupa ora. Housework takes a lot of time. From: Sp. ocupa.,okupa
inólius,ólius,IN Infix,Transitive Verb,vt.  give extreme unction to. Esta ma'olius i malångu gi paingi gi ispitåt. The sick person was given extreme unction last night. Ti ma'o'olius i patgun trabiha. The child has not yet been given extreme unction. From: Sp. oleos.,ólius
inembu',ombu',IN Infix,Transitive Verb,"vt.  carry (something or someone) on one's back, piggyback. Ma'ombu' i patgun gi tatalu' nanå‑ña. The child was carried on her mother's back. I lahi‑hu ya‑ña ma'ombu'. My son likes to be carried piggyback. Ti siña ma'ombu' yu', sa' mampus yu' makkat. I could not be carried piggyback, as I was heavy. Syn: uki'. From: Jp. onbu.",ombu'
inenra,onra,IN Infix,Transitive Verb,"vt.  honor. Hu onra håo mampus, sa' måolik håo na palåo'an. I honored you so much, because you are a very good lady. Ti ya‑ña ennåo na tåotåo ma'onra. That person does not like to be honored. Maila' ya ta onra si nanå‑ta yan tatå‑ta. Let us honor our mother and father. Syn: tuna. From: Sp. honra.",onra
inensi,onsi,IN Infix,Transitive Verb,"vt.  put harness or yoke on. Ma'onsi i torun guaka ni lancheru, sa' esta para u ma'udai gi karetan guaka. The farmer put a yoke on the bull, because he is ready to ride the bull-cart. From: Sp. unce.",onsi
ine'o',o'o',IN Infix,Transitive Verb,vt.  drink (something) by lifting to the mouth. Ha o'o' si Tåta i alåguan. Father drank his porridge soup. Para bai hu o'o' i kaddun månnuk gi tasa. I will be drinking the chicken soup in the bowl. Ha latchai umo'o' i atulin kalamasa. He finished drinking the pumpkin porridge. See: gimin.,o'o'
