Term,Part of Speech,Definition,Source Details,Link to Source
templa,Transitive Verb,"vt.  1) adjust, tune (engine or musical instrument). Templa fan i gitalå‑mu. Please tune your guitar. 2) mix, blend. Håfa na un templa todu i gimin? Why did you mix all the drinks? Templa unu na låtan letchi yan singku na kuchålan chukulåti. Blend one can of milk and five spoons of chocolate. Kumu un templa dididi' i amut yan hånum, siña magimin. Syn: By mixing the medicine with water, it becomes drinkable.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tengting,Transitive Verb,"vt.  nick (blade), chip, put a nick in the blade of (a tool), break off (a hard or brittle substance) (Rota). Ma na'tengting i machetti anai ma pika i te'lang kåtni. They nicked the blade of the machete when they cut the meat for soup. Adahi na un tengting i se'si'. Don't chip the blade of the knife. See: doffi', måfti'.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tenta,Transitive Verb,"vt.  tempt, seduce, entice. Mungnga matenta sa' siempri ti inekkunguk håo ottru biåhi. Don't tempt him because he will not listen to you next time. Makastiga sa' ha tenta i patgun. He was convicted because he seduced the child. Ha tenta yu' mampus sa' månngi' påo‑ña i pan. The smell of baked bread is so tempting.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tesgui,Transitive Verb,"vt.  cheat, deceive, defraud, dupe, trick. Un na'puti i kurason‑hu anai un tesgui yu'. You hurt my feelings when you deceived me. Mungnga matesgui i asaguå‑mu. Do not cheat on your spouse. See: fa'baba.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
testiguyi,Transitive Verb,"vt.  testify, attest. Bai testiguyi na dinanchi håo. I will attest that you are right. Kåo guaha para u testiguyi håo gi kotti? Do you have anyone to testify for you in court? Variant: tistiguyi. From: Sp. atestiguar.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tienta,Transitive Verb,"vt.  tempt, persuade, lead into evil, endeavor to lead into evil. Atyu na mañåkki' sa' matienta ni manggachong‑ña. She stole because she was tempted by her friends. Ha tienta i gurupu ni bunitun palabrås‑ña. He persuaded the group with his good speech. Ha gogof tienta yu' i paopåo finatinås‑mu. I am very tempted by the aroma of your cooking. Variant: tenta. From: Sp. tentar.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tifi',Transitive Verb,"vt.  1) pick, break off, esp. the fruit from trees, vines, etc., pick by hand or picker, pull (a tooth). Puti matifi' yanggin pokpuk i uriyan nifen‑mu. It hurts to have your tooth pulled when your gum is swollen. Matågu' yu' para bai tifi' todu i måsan mångga. I was told to pick all the ripe mangos. Tifi' lalangita yan ottru na gulusina. Pick tangerines and other fruits. Ma tifi' muelås‑hu sa' puti mampus. My wisdom tooth was extracted because it was very painful. 2) irritate, bother (someone) a lot. Ha tifi' yu' kustumbren‑ña si Maria. Maria's attitude bothers me a lot. See: iting, tugan.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tigis,Transitive Verb,"vt.  smash, crush, mash, crumble with finger. Tigis i denni' gi fina'denni'. Crush the hot pepper in the spicy sauce. Manmatigis i mandångkulu na tumåtis para yus. The large tomatoes were mashed to make juice. Ha tigis i ilu' annai ha gatcha'. He crushed the worm when he stepped on it. See: yamak.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tikit,Transitive Verb,"vt.  give a ticket to, give a citation to. Matiket si Juan ni pulisiha sa' duru sinigon‑ña gi chalan. John was given a citation because he was speeding. Variant: tiket. From: Eng. ticket.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tilifón,Transitive Verb,"vt.  call by telephone, communicate by telephone to, speak on a telephone with. Tilifófón yu' agupa'. Call me on the telephone tomorrow. Tilifoniyi ham fan put i finaisin‑måmami? Could you call for us about what we are requesting?",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
timón,Transitive Verb,"vt.  steer (with a rudder), guide (with a rudder). Timón i boti hålum gi bantalån. Use the rudder to steer the boat into the pier. See: sugun, draiba. From: Sp. timon.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tira,Transitive Verb,"vt.  pitch (underhand), throw (underhand), toss, as horseshoes, or when skipping a flat rock on the surface of water. Tira i batu. Toss the horseshoe. Fanå'gui yu' taimanu matira i batu. Teach me how to pitch the horseshoe. Ha tira todu i basula gi uriyan guma'. She tossed all the trash around the house. From: Sp. tira.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tiråyi,Transitive Verb,"vt.  throw to, throw for, sic (used as command to a dog). Tiråyi ni tunas na bola. Throw a straight ball. Tiråyi ni måolik na bola ya u panak. Throw a good pitch so he can hit. Ha tiråyi yu' ni salåppi' sa' nalålu'. She threw me the money because she was mad.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tistiguyi,Transitive Verb,"vt.  testify, attest. Bai tistiguyi na dinanchi håo. I will attest that you are right. Kåo guaha para u testiguyi håo gi kotti? Do you have anyone to testify for you in court? Variant: testiguyi. From: Sp. atestiguar.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
títienta,Transitive Verb,"vt.  tempter, enticer, one capable of enticing. Titienta adai esti na manngi' nengkanu' siha. These dishes are so tempting.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
titik,Transitive Verb,"vt.  tear off, rip. Adahi na un titik i pappit. Make sure you do not tear the paper. Matitik i fañela. The t-shirt is torn. Titik adumididi' i katton. Rip the cardboard flap little by little. See: sisi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
titing,Transitive Verb,vt.  carry (of two people using both hands as in carrying a stretcher); carry (something with a handle). Ayuda yu' tumiting i masetan floris. Help me carry the flower pots. In titing i batdin na' babui guatu gi chikeru. We carried the bucket of pig food to the pig pen. Para uma titing ha' i ata'ut guatu gi simintetyu. They will just carry the coffin to the cemetery. Variant: titin.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
titmina,Transitive Verb,"vt.  terminate, limit. Matitmina håo gi che'chu'. You are terminated from work. Matitmina na sais ha' na latan tuna siña u fåhahan. You were limited to purchase six cans of tuna only. From: Sp. terminar.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
to'chung,Transitive Verb,vt.  connect by tying. To'chung i tali ya u la'anakku'. Connect the line so that it becomes longer. Na'ato'chung ennåo i dos håyu para guaili. Tie the two sticks to make a picking pole.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
to'hi,Transitive Verb,"vt.  put (liquid) into, give a drop (of liquid) to. To'hi matå‑ña ni amut. Give a drop of medicine in her eye. To'hi tres gota na ketchap ya u nina'i kulot. Add three drops of soysauce to give it color. See: gota. Variant: to'i.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tohni,Transitive Verb,"vt.  brace (something), support so as to give firmness, support with a brace. Hu tohni yu' gi lamasa anai bulåchu ilu‑hu. I braced myself against the table when I got dizzy. Hu tohni i trongkun chotda sa' u poddung. I braced the banana tree because otherwise it might fall. Variant: toni.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
to'i,Transitive Verb,"vt.  put liquid into, drop liquid into. I mediku ha to'i matå‑hu dididi' åmut måta. The doctor dropped a little bit of the eyedrop in my eyes. Tine'i addeng‑hu ni hanum maipi. I had a drop of hot water on my foot. Hu to'i sirasami' i satten anai para bai hu gisa i katni. I put a few drops of salad oil in the pot when I was going to saute the meat. Variant: to'hi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tokcha',Transitive Verb,"vt.  spear, stab, pierce (with a sharp object), puncture. Humånåo si tata umé'tokcha' guihan. Father went spear fishing. I sakki ha tokcha' i tendera. The robber stabbed the cashier. Kåo matokcha' esti na guihan? Was this fish speared? Tinekcha' i addeng‑hu ni liluk. A nail punctured my foot. See: lånsa, fisga.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tokchi,Transitive Verb,"vt.  extend, splice, connect, make longer (attach). I bisinu‑hu ha tokchi i kusinå‑ña. My neighbor extended his kitchen. Hu tokchi i dos håyu para u la'anåkku'. I connected the two pieces of wood to make it longer. Na'fanatokchi i siya ni para u inus. Connect the chairs so that more will fit. Variant: totchi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tokpungi,Transitive Verb,vt.  make handle for. Hu tokpungi i achita sa' måhluk. I made a handle for the axe because it is broken. Hu faisin i lancheru para u tokpungi i fusiñus. I asked the farmer to make a handle for the hoe. Håyi tumokpungi i iskoban sanhiyung? Who made a handle for the rake?,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
toktuk,Transitive Verb,"vt.  hug, embrace, hold fast (hold tightly). Hu toktuk yan hu chiku si nåna anai måttu manbisita. I hugged and kissed grandma whan she came to visit. Toktuk måolik i neni sa' u basnak. Hold the baby tightly so that she won't fall. Toktuk yu' sa' manenghing. Hug me because I am cold. Umatoktuk i dos umasagua. The married couple embraced each other.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
to'lå'i,Transitive Verb,vt.  spit at. Hu to'lå'i matå‑ña. I spat at her face. Kada kumuentus manulala'i. Whenever she speaks se spits. Håfa na un to'lå'i yu'? Why did you spit at me? Variant: tu'la'i.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tolling,Transitive Verb,"vt.  cause to stumble, trip by catching (someone's) foot. Ha tolling yu' i chinalapun hugeti siha. I stumbled because of the scattered toys. Tolling si Joe ni atchu'. Joe go tripped by the rocks. Adahi na un tinolling ni hali' trongku. Caution and do not get tripped by the roots of the bunyan tree. See: guå'ding. Variant: tohling.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tomba,Transitive Verb,vt.  knock down. Matomba i neni sa' ti ha a'atan i chalån‑ña. The baby was knocked down because she was not watching her way. Ha tomba yu' i haligi anai potdung. I got knocked down by the pole when it fell. Manmatomba todu i trongku gi duråntin typhoon Pongsona. The trees were all knocked down during Typhoon Pongsona.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tomma padisét,Transitive Verb,"vt.  make (someone) aware, bring to (someone's) attention. Si Rosie ha tomma padiset yu' put i planun umasagua. Rosie brought to my attention about the plan for the wedding.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tompu',Transitive Verb,"vt.  trip (someone), cause to stumble, stub one's toe. Matompu' yu' sa' ti hu li'i' i madduk gi chalan. I stumbled because I did not see the hole on the road. Adahi na un matompu' gi atchu'. Be careful not to trip on the rocks. Tinempu' i patgon ni mismu hugeti‑ña. The child tripped on his own toy. See: tolling.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tongtung,Transitive Verb,"vt.  pound, beat, batter, bang against, strike heavily or repeatedly with fist, bump. Ha tongtung gui' i neni anai lalålu'. The baby banged his head when he got mad. Hu tongtung i ilu‑ña kontran i liga. I pounded his head against the wall Huyung gi papa' lamasa, sa' atyu un matongtung. Get out from under the table because you might bump yourself. Umatongtung i ilun‑ñiha. They bumped into each other's heads. See: tutu, fongfung.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
toñiak-ochu (from: toñiak‑ochu),Transitive Verb,vt.  poke the eye of (someone). I bachigu na palåo'an ha toñiak i matan i asaguå‑ña nu i do'ak.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tontun,Transitive Verb,vt.  bump (on the head). Sessu i patgun matontun ilu‑ña gi petta. The child frequently bumps his head on the doorway. Matontun ilu‑ña si Antonio annai humålum gi kareta. Tony bumped his head when he got into the car. Umatontun i dos påtgun annai manhugågandu. The two kids bumped into each other's headwhile they were playing. Variant: tongtung.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
