Term,Part of Speech,Definition,Source Details,Link to Source
tinekcha',Intransitive Verb,"vi.  punctured, struck with a sharp object or sharp meaning (passive). Tinekcha' kannai‑ña ni tituka' gi floris rosa. Her hand was punctured by the rose thorn. Tinekcha' i kurason‑hu ennåo i fino'‑mu. My heart was struck by your words. Mantinekcha' ham todu ni nifu'. We all got punctured by the stone fish.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tinéktika',Intransitive Verb,"vi.  point at, deal with, involve, pertain to. Hågu tinektika' nu atyu na essitan. The joke points at you. Manmalalåtdi ham gi iskuela, sa' guaha malingu, låo tåya' tinektika' giya hami. We were scolded at school, because something was missing, but none of us was involved in it.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tinemba,Intransitive Verb,"vi.  be down, as in strength. Mantinemba i famagu'un ni sagu. The kids are down with the flu. Tinemba i trongkun chotda ni manglu'. The banana trees are down due to the tropical depression.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tingting,Intransitive Verb,"vi.  clink, ding, tinkle, jingle. Tingting i kareta gi barångka. The car clinks on bumpy road. Tingting i ilu‑hu ni minaipen‑ña. My head tinkled from the extreme heat. Tingting i dilingding i neni. The baby's rattle jingles.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tinienta,Intransitive Verb,vi.  tempted (passive). Tinienta si Mariano as Jose. Mariano was tempted by Jose. Maleffa i palåo'an ni deta‑ña sa' tinienta ni manngi' kek. The woman forgot about her diet because she got tempted with the delicious cake. Adahi na un tinienta ni babarihas. Do not get tempted with bad habits. Såonåo si Thomas mañåkki sa' tinienta ni amigu‑ña. Thomas was one of the robbers beacuse he was tempted by his friend. From: Sp. tentar.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tininu,Intransitive Verb,vi.  burnt (passive). Tininu kannai‑hu ni pinigan anai hu tutunu i mannuk. I got burnt with the charcoal when I was roasting the chicken.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tohgi,Intransitive Verb,"vi.  stand up, erect. Tohgi hulu' ya un difendin maisa håo. Stand up and defend yourself. Tohgi gi hilu' i eksu' ni para un li'i' klåru. Stand on top of the hill to see clearly. Tumohgi ya manngingi' gi as tatå‑ña. He stood and kissed his father's hand. Variant: togi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tohki,Intransitive Verb,"vi.  chime, strike (of a clock), ring (of a bell). Ti hu hunguk anai tohki i rilos. I did not hear the stroke of the hour. Tohki sa' esta oran iskuela. Ring the bell because it is time for school.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
toka,Intransitive Verb,"vi.  caught, trapped, snared, hit. Toka i ga'lågu anai hu fletcha. I hit the dog with the sling shot. Toka håo gi litråtu. You were caught in the picture. Hågu ni tottoka i essitan. The joke is on you.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
to'la',Intransitive Verb,"vi.  spit out, expectorate. Mungnga tumo'la' gi me'nan tåotåo. Do not spit in front of people. Makonni' i taotåo para i ospitåt sa' tumomo'la' håga'. The man was taken to the hospital because he was spitting blood. Mientras mås lo'lu', mås tumo'la' flema. The more he coughs, the more he espectorates phlegm",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
to'tu',Intransitive Verb,"vi.  lie down on back, recline on back, person on a deathbed. Mana'to'tu i neni sa' matuhuk. They made the baby lie down because she is sleepy. Gef ya‑hu maigu' tumo'tu. I really like to sleep on my back. Tumo'to'tu i amku' sa' chachaflik. The elderly person is on his deathbed.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tótunuk,Intransitive Verb,vi.  go down. Bai hu tótunuk put para bai ayuda i hagå‑hu. I will go down to help my daughter. Umasodda' ham yan i ma'estråk‑ku gi chalan anai tótotunuk yu' para i tenda I met my teacher on the road when I was going down to the shopping center. Tótunuk ya bai hu sosodda' håo guatu. Go down and I will meet you there.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
totut,Intransitive Verb,"vi.  cluck, as when the hen calls for her chicks. Otru klåsi sa' tumototut sin puyitus. Strange that it is clucking without any chicks. Variant: tottuk, tuktuk.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tres sietti,Intransitive Verb,vi.  play the card game tres sietti. Maila' ya ta fantres sietti. Let's play three seven card game. Un tungu' tumirisietti? Do you know how to play the three seven card game? From: Sp. tres siete.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tugap,Intransitive Verb,"vi.  burp, belch. Na'tugap i neni åntis di un na'åssun. Make the baby burp before you make him lie down. A'gagang tugap‑ña si tatan bihu. Grandpa's belch is very loud. Påo ma'aksum tugåp‑ña si nanan biha. Grandma's burp smelled sour.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tuhu',Intransitive Verb,"vi.  drip, leak. Tuhu' i hanum. The water dripped. Huchum i grifu sa' tutuhu'. Close the faucet because it is leaking. Nina'tuhu' lago'‑ña ni piniti‑ña. Her sorrow caused her to tears to come out. Variant: tu'u'.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tuhus,Intransitive Verb,"vi.  have too much fun, have a good time, have access, have available, have surplus, overindulge, overdo. Mantuhus i familia gi piknik. The family had a good time at the picnic. Guaha tuhos‑ña si Carmen gi kaminsiria. Carmen has access to the comissary. See: daffluk, muteru', motgan, go'dan, dafflokgui, maluluk.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tuktugák,Intransitive Verb,"vi.  cackle, make a cackling sound (of a hen, esp. after laying an egg). Anai kumuleleka i punidera, duru tumutugak. When the hen was incubating, it was making a cackling sound. Tumutugagak i punidera sa' esta munhåyan mañåda'. The hen is cackling because it finished laying eggs. Tumutugak i punidera sa' esta ha dingu i chenchon‑ña. The hen made a cackling sound because she left her nest. Variant: tutugák.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tuktugåk,Intransitive Verb,"vi.  cackle, cackling, sound of a hen, esp. after laying. Duru tumuktugåk i punudera anai dinidilalak ni ga'lågu. The hen was cackling when the dog chased it. Håfa na gå'ga' tumuktugågak? What animal cackles? Mañåda' i punudera sa' duru tumuktugåk. The hen laid eggs because it is cackling.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tuktuk,Intransitive Verb,"vi.  cluck, as when the hen calls for her chicks. Kada tumutuk i mannuk, manarima i puyitus. The chicks gather around the hen whenever she clucks. Variant: totut, tottuk.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tumachun pulu TBD,Intransitive Verb,"vi.  bristle, as when an animal's hair bristles when excited. Tumachu todu i pilu‑hu sa' ti u hongge na guiya mas måolik. My hair bristled because I did not believe he was the best. Tumachu pulu‑ña i nana ni minagof‑ña. Mother's hair bristled because of her execitement. Tumachu pulu i ga'hu katu anai ha li'i' i ottru katu. My cat's fur bristle when it saw another cat.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tumaiguennåo,Intransitive Verb,"vi.  become like that (near hearer), become (of negative outcome)(singular or dual realis). Håfa na tumaiguennåo lina'lå'‑mu? Why did your life become like that? Tumaiguennåo i pinadesi‑ña sa' ti ha e'ekkunguk i mañaina‑ña. His suffering became like that because he did not listen to his elders. Båsta tumaiguennåo guatu gi mañaina‑mu! Stop being like that to your parents! Ant: .",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tumaiguihi,Intransitive Verb,"vi.  become like that (away from speaker and hearer)(singular or dual realis). Tumaiguihi håo siempri chunge'‑mu i bihu‑hu. Your hair will probably become as white as that of my grandfather. Anai tumaiguihi i asaguå‑ña kustumbren‑ña, atyu nai matulaika si Jose. When his wife's attitude changed, Jose became a different person. Mana'gimin i patgun åmut ni ti dinanchi ya tumaiguihi i kulot‑ña. The wrong medicine was given to the child then that's when the color of his skin became like that.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tumaiguini,Intransitive Verb,"vi.  become like this (near speaker)(singular or dual realis). Tumaiguini i lassås‑ña anai matunu gi guafi. His skin became like this when he was burned in the fire. Tumaiguini i tali na gineddi i katu. The rope got twisted when the cat got tied up. Tumaiguini, ti tumaiguennåo. It became like this, not like that.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tuma'lu,Intransitive Verb,"vi.  return, restore to original size, shape, or condition (singular or dual realis). Tuma'lu tåtti gi hagas che'cho'‑ña. He returned to his previous job. Anai hu laknus i airi gi abubu, tuma'lu tåtti gi hagas figura. When I deflated the balloon, it restored to its original shape. Mana'lu tåtti i cha'guan siha anai tiempun uchan. The grasses grew back in the rainy season. Variant: na'lu.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tumåtatti,Intransitive Verb,"vi.  subsequently, later (following, tagging) (progressive). Tumåtatti i amigu‑ña. Her friend is coming later. Tumåtatti i patgun gi as nanå‑ña. The child is following his mother. Esti fine'nena, pues tumåtatti ennåo. This one is first then that comes subsequently.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tumoto'tu',Intransitive Verb,vi.  laid to rest. Mansilensiu anai tumoto'tu i difuntu. They were silent when the deceased was being laid to rest. I amigun i tumoto'tu' umanunsia ngai'an para u mamisåyi. The friend of the person being laid to rest announced the date of the funeral mass.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tunuk,Intransitive Verb,"vi.  get down, go down, descend. Na'setbi i gua'ut ya un tunuk påpa' ginin i atuf. Use the ladder and get down from the roof top. Na'tunuk påpa' i patgun sa' u famokkat. Let the child down so he can walk. Ti todu presiun fektus mana'fanunuk. Not all merchandise prices were reduced. Tumutunuk i atdåo. The sun is setting.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tutugák,Intransitive Verb,"vi.  cluck (of a hen). Tumutugak i punidera sa' para u fañåda'. The hen was clucking because she was about to lay eggs. Ai na biniruka esti i sagan‑måmi sa' i tutugak månnuk ha' in hihinguk tududiha. Oh, our place is so noisy because we only hear the hens clucking all day long. Gef na'chalik anai bumailan tutugak. She was hilarious in her performance as a clucking hen. Variant: tuktugák.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tu'u',Intransitive Verb,"vi.  drip, leak, trickle, fall in or form drops, spot with rain, pour drop by drop (Rota). Adahi na u tu'u' i dangis. Be careful that the candle wax doesn't drip. Guaha tutu'u' gi nangasi' kusina. There is leaking in the kitchen sink. Såosåo håo sa' tutu'u' håo masahalum. Wipe yourself because you are dripping with sweat.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
uchan,Intransitive Verb,"vi.  rain. Håfa mohon, kåo para u uchan på'gu na ha'åni? what do you think, will it rain today? Esta u'uchan. It is raining.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
uchun,Intransitive Verb,"vi.  groan with sadness, grunt, as when lifting a heavy object or moving bowels. Duru umuchun i neni, sa' mahettuk masinik. The baby is grunting because he is constipated. Umu'uchun i taotåo sa' makkat i ha håhatsa. The man is grunting while lifting a heavy load. Umu'uchun ni piniti‑ña. He was groaning from his misery.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
